Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
11-01-2007,227.96,246.80,227.96,242.93,7400664.00,0.00,0.00
12-01-2007,245.31,252.69,245.31,251.73,6175748.00,0.00,0.00
15-01-2007,256.69,260.11,247.19,252.19,12255832.00,0.00,0.00
16-01-2007,264.09,264.09,250.79,251.76,7625964.00,0.00,0.00
17-01-2007,252.87,253.84,247.18,248.06,2633828.00,0.00,0.00
18-01-2007,248.13,252.11,248.13,250.12,2719816.00,0.00,0.00
19-01-2007,250.12,252.22,245.69,246.83,2882056.00,0.00,0.00
22-01-2007,247.77,252.02,245.86,250.32,3180956.00,0.75,0.00
23-01-2007,250.25,250.41,247.75,248.27,3124152.00,0.00,0.00
24-01-2007,249.94,250.42,247.40,249.12,2355148.00,0.00,0.00
25-01-2007,252.52,260.90,248.31,250.70,5553976.00,0.00,0.00
29-01-2007,250.61,250.61,246.04,247.32,2982324.00,0.00,0.00
31-01-2007,247.20,250.40,242.42,243.54,4865928.00,0.00,0.00
01-02-2007,245.84,246.80,242.99,246.24,1859904.00,0.00,0.00
02-02-2007,247.56,249.09,246.81,247.85,4274616.00,0.00,0.00
05-02-2007,248.71,250.40,246.61,248.86,3010736.00,0.00,0.00
06-02-2007,250.23,250.40,245.86,247.45,3411964.00,0.00,0.00
07-02-2007,247.75,250.12,246.84,248.95,2599984.00,0.00,0.00
08-02-2007,249.93,250.59,247.25,248.61,2650024.00,0.00,0.00
09-02-2007,249.54,251.08,244.54,245.35,1993360.00,0.00,0.00
12-02-2007,238.22,247.51,238.22,239.33,1786388.00,0.00,0.00
13-02-2007,239.37,244.88,235.37,238.78,4130352.00,0.00,0.00
14-02-2007,238.80,241.46,236.32,240.27,3137876.00,0.00,0.00
15-02-2007,241.08,247.75,233.48,246.28,3673556.00,0.00,0.00
19-02-2007,248.02,251.32,246.84,249.62,4738696.00,0.00,0.00
20-02-2007,250.40,252.29,246.80,247.67,5400148.00,0.00,0.00
21-02-2007,247.75,249.99,243.94,244.68,3938188.00,0.00,0.00
22-02-2007,247.75,250.12,245.09,246.67,6939112.00,0.00,0.00
23-02-2007,246.80,247.66,242.61,243.44,3167688.00,0.00,0.00
26-02-2007,242.42,246.58,234.89,245.10,4677684.00,0.00,0.00
27-02-2007,238.99,246.65,238.99,240.92,4709968.00,0.00,0.00
28-02-2007,234.98,237.26,223.36,227.44,9347956.00,0.00,0.00
01-03-2007,228.70,241.65,226.87,239.11,7858564.00,0.00,0.00
02-03-2007,239.14,240.13,228.89,230.32,5311752.00,0.00,0.00
05-03-2007,226.79,228.50,219.17,220.22,5120880.00,0.00,0.00
06-03-2007,230.60,254.42,221.28,228.17,3623920.00,0.00,0.00
07-03-2007,229.08,233.40,220.58,227.13,4440632.00,0.00,0.00
08-03-2007,226.79,234.36,226.79,232.20,2274988.00,0.00,0.00
09-03-2007,234.09,234.98,228.31,231.01,3232148.00,0.00,0.00
12-03-2007,233.40,238.93,230.79,235.37,3636936.00,0.00,0.00
13-03-2007,233.55,241.83,228.71,241.16,2032088.00,0.00,0.00
14-03-2007,233.46,236.68,229.65,231.28,3824948.00,0.00,0.00
15-03-2007,234.41,238.41,234.03,235.23,3823288.00,0.00,0.00
16-03-2007,236.59,239.72,231.58,235.87,4224284.00,0.00,0.00
19-03-2007,231.80,241.04,229.04,240.30,1213696.00,0.00,0.00
20-03-2007,240.13,243.27,237.84,238.80,2775592.00,0.00,0.00
21-03-2007,240.32,241.92,236.32,241.46,1970036.00,0.00,0.00
22-03-2007,243.37,249.09,243.37,248.33,4125592.00,0.00,0.00
23-03-2007,250.04,251.56,243.94,245.50,5265296.00,0.00,0.00
26-03-2007,244.89,247.51,239.22,240.39,6098736.00,0.00,0.00
28-03-2007,242.02,242.02,227.56,228.89,8818048.00,0.00,0.00
29-03-2007,226.59,239.52,226.59,237.91,10266624.00,0.00,0.00
30-03-2007,237.91,239.14,232.55,235.15,2807056.00,0.00,0.00
02-04-2007,230.60,232.51,225.84,226.64,3875896.00,0.00,0.00
03-04-2007,227.74,231.90,226.41,229.20,3256852.00,0.00,0.00
04-04-2007,232.13,233.40,226.87,228.39,2402496.00,0.00,0.00
05-04-2007,228.59,229.84,226.05,227.59,2533992.00,0.00,0.00
09-04-2007,228.79,233.79,228.79,231.97,2284524.00,0.00,0.00
10-04-2007,231.97,233.46,227.81,228.19,3480240.00,0.00,0.00
11-04-2007,229.72,230.50,226.22,226.89,3826336.00,0.00,0.00
12-04-2007,226.41,230.41,223.36,228.88,3694956.00,0.00,0.00
13-04-2007,230.60,241.73,227.55,240.51,9778848.00,0.00,0.00
16-04-2007,244.70,248.88,242.08,243.99,9986220.00,0.00,0.00
17-04-2007,245.03,250.61,235.94,238.27,10464964.00,0.00,0.00
18-04-2007,238.99,241.08,236.51,237.75,2853584.00,0.00,0.00
19-04-2007,234.41,237.84,229.67,236.87,3164652.00,0.00,0.00
20-04-2007,238.61,241.65,238.24,239.68,2870752.00,0.00,0.00
23-04-2007,239.18,242.00,237.27,237.80,2265224.00,0.00,0.00
24-04-2007,237.08,240.51,232.32,233.43,6922516.00,0.00,0.00
25-04-2007,233.46,233.82,230.22,232.76,21752404.00,0.00,0.00
26-04-2007,233.84,238.15,232.51,236.39,5941756.00,0.00,0.00
27-04-2007,235.37,235.65,231.98,235.27,4805284.00,0.00,0.00
30-04-2007,236.52,242.02,229.65,241.27,3888052.00,0.00,0.00
03-05-2007,242.95,246.76,242.52,245.89,6643028.00,0.00,0.00
04-05-2007,247.56,253.45,241.85,242.62,7101200.00,0.00,0.00
07-05-2007,244.32,244.88,241.11,242.59,5553328.00,0.00,0.00
08-05-2007,242.04,243.94,239.61,241.38,8191004.00,0.00,0.00
09-05-2007,247.75,247.75,233.46,236.22,4699828.00,0.00,0.00
10-05-2007,237.27,245.83,233.65,234.36,3044200.00,0.00,0.00
11-05-2007,238.22,239.94,230.60,238.71,3867656.00,0.00,0.00
14-05-2007,243.66,243.66,237.48,238.27,1260376.00,0.00,0.00
15-05-2007,240.13,240.13,233.46,235.95,4203120.00,0.00,0.00
16-05-2007,241.08,241.08,230.71,233.31,6523616.00,0.00,0.00
17-05-2007,235.00,238.93,234.41,238.22,2931260.00,0.00,0.00
18-05-2007,240.12,243.18,238.22,238.77,2921004.00,0.00,0.00
21-05-2007,242.04,242.04,234.41,235.76,2856844.00,0.00,0.00
22-05-2007,235.84,237.08,232.71,234.54,6160224.00,0.00,0.00
23-05-2007,236.60,236.60,233.48,235.06,1271812.00,0.00,0.00
24-05-2007,238.22,238.22,232.70,233.41,4552804.00,0.00,0.00
25-05-2007,232.69,235.37,230.22,234.40,5244168.00,0.00,0.00
28-05-2007,238.22,238.22,233.18,233.55,2585172.00,0.00,0.00
29-05-2007,233.44,235.37,232.51,234.63,2967280.00,0.00,0.00
30-05-2007,238.22,238.22,230.64,231.68,2600056.00,0.00,0.00
31-05-2007,234.22,234.22,228.70,230.29,5176492.00,0.00,0.00
01-06-2007,234.24,234.24,230.82,232.26,1728988.00,0.00,0.00
04-06-2007,234.03,238.22,229.08,230.24,1853384.00,0.00,0.00
05-06-2007,232.09,232.09,228.70,230.23,1751600.00,0.00,0.00
06-06-2007,231.55,231.94,224.54,228.76,3832020.00,0.00,0.00
07-06-2007,228.70,231.44,222.08,230.03,2008940.00,0.00,0.00
08-06-2007,229.93,234.51,226.79,232.53,6019076.00,0.00,0.00
11-06-2007,235.66,236.20,232.14,232.76,2648136.00,0.00,0.00
12-06-2007,230.60,234.41,228.70,232.00,1402072.00,0.00,0.00
13-06-2007,232.32,232.51,227.42,229.31,1768488.00,0.00,0.00
14-06-2007,230.60,232.51,228.94,229.56,4176068.00,0.00,0.00
15-06-2007,233.28,233.28,225.63,226.47,4983152.00,1.00,0.00
18-06-2007,228.12,228.50,221.81,222.31,2874456.00,0.00,0.00
19-06-2007,222.78,222.86,218.62,221.81,3495436.00,0.00,0.00
20-06-2007,222.00,224.29,218.18,219.32,4024968.00,0.00,0.00
21-06-2007,218.94,220.05,216.07,219.06,3043728.00,0.00,0.00
22-06-2007,218.94,220.85,216.93,217.97,2677304.00,0.00,0.00
25-06-2007,217.97,219.90,213.92,215.26,2803776.00,0.00,0.00
26-06-2007,216.26,217.98,213.75,214.49,2832744.00,0.00,0.00
27-06-2007,216.05,217.74,214.92,216.67,2956696.00,0.00,0.00
28-06-2007,218.74,218.74,215.12,217.38,4342792.00,0.00,0.00
29-06-2007,218.18,221.04,217.99,219.77,3004456.00,0.00,0.00
02-07-2007,220.47,220.47,216.26,216.92,1477152.00,0.00,0.00
03-07-2007,219.90,219.90,214.92,215.61,1829368.00,0.00,0.00
04-07-2007,215.69,217.98,213.40,213.71,2415464.00,0.00,0.00
05-07-2007,215.73,215.73,210.49,212.56,3179204.00,0.00,0.00
06-07-2007,213.20,222.75,210.35,221.55,7605684.00,0.00,0.00
09-07-2007,223.41,226.09,222.76,225.01,5359768.00,0.00,0.00
10-07-2007,226.59,229.46,223.34,226.24,7492968.00,0.00,0.00
11-07-2007,226.02,226.59,210.34,219.69,6062124.00,0.00,0.00
12-07-2007,220.85,223.53,216.84,222.30,5763944.00,0.00,0.00
13-07-2007,236.36,241.22,216.12,217.22,5784648.00,0.00,0.00
16-07-2007,217.03,217.60,213.01,215.75,3990240.00,0.00,0.00
17-07-2007,224.83,224.83,219.90,221.00,6164688.00,0.00,0.00
18-07-2007,221.23,223.72,219.39,223.08,4371180.00,0.00,0.00
19-07-2007,223.15,226.59,222.86,226.05,4075512.00,0.00,0.00
20-07-2007,227.35,227.54,223.22,224.85,3744932.00,0.00,0.00
23-07-2007,223.68,228.50,222.21,227.73,4716456.00,0.00,0.00
24-07-2007,227.53,227.93,223.15,224.08,3127176.00,0.00,0.00
25-07-2007,223.34,223.91,218.94,219.55,2670172.00,0.00,0.00
26-07-2007,220.85,231.37,218.96,227.37,6002804.00,0.00,0.00
27-07-2007,222.37,225.25,215.85,221.03,3203236.00,0.75,0.00
30-07-2007,220.45,224.29,216.67,217.86,1835848.00,0.00,0.00
31-07-2007,220.64,222.75,216.62,221.66,3218540.00,0.00,0.00
01-08-2007,219.49,219.49,212.98,213.77,4382172.00,0.00,0.00
02-08-2007,214.70,215.56,208.95,209.94,1912008.00,0.00,0.00
03-08-2007,213.55,213.55,207.70,210.27,1993184.00,0.00,0.00
06-08-2007,208.95,214.32,205.88,210.76,2737548.00,0.00,0.00
07-08-2007,213.38,214.28,209.74,212.65,2985212.00,0.00,0.00
08-08-2007,220.45,224.09,214.32,220.95,4055164.00,0.00,0.00
09-08-2007,222.37,227.90,217.62,219.63,5074436.00,0.00,0.00
10-08-2007,213.74,221.12,207.11,219.40,6290560.00,0.00,0.00
13-08-2007,220.45,220.45,215.69,217.48,1205524.00,0.00,0.00
14-08-2007,217.58,218.54,214.70,216.67,1222796.00,0.00,0.00
16-08-2007,210.87,214.63,207.99,208.57,6663120.00,0.00,0.00
17-08-2007,208.57,209.53,199.21,202.46,6901104.00,0.00,0.00
20-08-2007,207.70,210.75,201.49,202.35,4386844.00,0.00,0.00
21-08-2007,206.36,206.36,192.56,194.62,4363364.00,0.00,0.00
22-08-2007,195.53,197.97,190.93,196.66,3826620.00,0.00,0.00
23-08-2007,197.83,200.90,192.46,193.21,3113748.00,0.00,0.00
24-08-2007,194.57,196.78,191.60,195.23,1926972.00,0.00,0.00
27-08-2007,196.48,199.14,195.54,196.78,2666856.00,0.00,0.00
28-08-2007,198.60,199.17,193.81,197.21,2263504.00,0.00,0.00
29-08-2007,195.53,199.33,191.89,197.76,3196688.00,0.00,0.00
30-08-2007,199.75,203.01,196.49,200.52,7003172.00,0.00,0.00
31-08-2007,201.67,205.06,200.71,204.03,2377496.00,0.00,0.00
03-09-2007,205.12,206.08,201.93,203.44,2496264.00,0.00,0.00
04-09-2007,204.16,208.51,203.39,204.37,2182756.00,0.00,0.00
05-09-2007,204.54,207.60,204.18,205.57,3516964.00,0.00,0.00
06-09-2007,204.16,207.23,203.39,206.65,1871860.00,0.00,0.00
07-09-2007,206.46,207.90,205.12,206.31,1691576.00,0.00,0.00
10-09-2007,206.31,206.31,200.13,200.76,2201060.00,0.00,0.00
11-09-2007,209.80,209.80,195.53,196.17,3386556.00,0.00,0.00
12-09-2007,197.45,198.93,194.29,194.69,2344104.00,0.00,0.00
13-09-2007,196.47,198.41,193.69,197.60,2153072.00,0.00,0.00
14-09-2007,201.28,201.28,195.17,196.00,1900228.00,0.00,0.00
17-09-2007,196.49,197.79,190.87,191.25,5086176.00,0.00,0.00
18-09-2007,191.12,193.17,190.36,192.17,4942808.00,0.00,0.00
19-09-2007,196.49,198.16,195.00,196.12,4642668.00,0.00,0.00
20-09-2007,195.53,195.93,191.16,192.09,2355156.00,0.00,0.00
21-09-2007,189.97,196.49,187.48,195.11,7928660.00,0.00,0.00
24-09-2007,195.53,197.45,191.74,193.09,3595068.00,0.00,0.00
25-09-2007,193.61,194.38,190.97,192.02,5400496.00,0.00,0.00
26-09-2007,193.62,201.05,192.66,199.51,8340892.00,0.00,0.00
27-09-2007,201.28,204.64,200.71,203.68,8602140.00,0.00,0.00
28-09-2007,196.49,207.03,196.49,203.23,6249532.00,0.00,0.00
01-10-2007,203.39,203.39,196.11,199.68,2176580.00,0.00,0.00
03-10-2007,201.28,209.91,201.26,206.88,5122872.00,0.00,0.00
04-10-2007,207.99,207.99,202.05,206.90,4359804.00,0.00,0.00
05-10-2007,206.90,206.90,202.68,205.65,1744048.00,0.00,0.00
08-10-2007,207.24,210.64,203.62,206.72,2662144.00,0.00,0.00
09-10-2007,207.03,211.79,206.13,209.90,3707640.00,0.00,0.00
10-10-2007,211.77,216.67,210.56,215.76,3983236.00,0.00,0.00
11-10-2007,217.58,217.65,203.20,205.50,5598340.00,0.00,0.00
12-10-2007,201.67,206.08,197.51,203.87,4912920.00,0.00,0.00
15-10-2007,205.12,209.27,203.15,205.91,6871600.00,0.00,0.00
16-10-2007,210.87,213.74,203.39,204.81,7060528.00,0.00,0.00
17-10-2007,203.20,213.74,191.70,209.85,6924440.00,0.00,0.00
18-10-2007,217.58,220.43,206.52,215.44,13645436.00,0.00,0.00
19-10-2007,220.04,220.45,207.49,212.56,8094132.00,0.00,0.00
22-10-2007,214.71,214.71,204.73,206.05,3836808.00,0.75,0.00
23-10-2007,205.29,211.44,203.56,204.44,5862364.00,0.00,0.00
24-10-2007,211.44,211.44,200.54,201.44,4100988.00,0.00,0.00
25-10-2007,203.56,203.75,199.55,201.75,4925272.00,0.00,0.00
26-10-2007,201.83,208.36,200.33,205.92,2960060.00,0.00,0.00
29-10-2007,209.33,209.52,204.02,205.29,3536052.00,0.00,0.00
30-10-2007,206.06,206.63,199.96,201.54,3145804.00,0.00,0.00
31-10-2007,201.25,204.46,195.49,199.52,47216528.00,0.00,0.00
01-11-2007,202.79,202.79,195.97,196.65,5518404.00,0.00,0.00
02-11-2007,194.14,197.98,192.79,196.29,3494680.00,0.00,0.00
05-11-2007,196.25,198.14,193.23,194.39,1876468.00,0.00,0.00
06-11-2007,195.10,196.02,192.22,193.04,2198988.00,0.00,0.00
07-11-2007,193.20,193.98,189.55,191.65,3504016.00,0.00,0.00
08-11-2007,190.32,192.18,188.37,190.23,2686964.00,0.00,0.00
12-11-2007,189.38,189.38,184.53,185.27,5280988.00,0.00,0.00
13-11-2007,185.27,186.97,178.12,182.10,4697988.00,0.00,0.00
14-11-2007,184.53,200.89,184.53,189.66,3588368.00,0.00,0.00
15-11-2007,190.49,191.81,186.45,188.41,2295396.00,0.00,0.00
16-11-2007,188.37,191.83,185.90,188.93,3666816.00,0.00,0.00
19-11-2007,184.55,193.56,184.55,190.97,2943548.00,0.00,0.00
20-11-2007,190.10,190.10,184.16,184.78,4111392.00,0.00,0.00
21-11-2007,184.78,188.37,179.92,181.61,3337028.00,0.00,0.00
22-11-2007,186.39,186.39,179.72,182.65,2402356.00,0.00,0.00
23-11-2007,183.09,185.68,182.56,184.71,2273540.00,0.00,0.00
26-11-2007,188.37,191.06,186.45,189.35,2234300.00,0.00,0.00
27-11-2007,190.39,192.01,186.47,191.44,1503964.00,0.00,0.00
28-11-2007,192.22,192.95,186.45,187.70,2927688.00,0.00,0.00
29-11-2007,192.22,192.31,183.57,185.69,5029688.00,0.00,0.00
30-11-2007,185.69,195.68,185.69,194.56,5334612.00,0.00,0.00
03-12-2007,195.29,204.90,194.22,201.81,6516348.00,0.00,0.00
04-12-2007,201.81,201.83,197.03,197.93,1783824.00,0.00,0.00
05-12-2007,197.98,200.87,196.16,198.60,2069240.00,0.00,0.00
06-12-2007,199.91,202.16,198.22,199.05,4163452.00,0.00,0.00
07-12-2007,199.91,206.07,197.26,204.25,4805808.00,0.00,0.00
10-12-2007,205.69,206.44,197.98,199.06,3864020.00,0.00,0.00
11-12-2007,201.64,201.64,197.07,200.16,2907456.00,0.00,0.00
12-12-2007,197.64,203.75,197.23,202.48,3718608.00,0.00,0.00
13-12-2007,201.77,204.15,197.54,197.91,4645736.00,0.00,0.00
14-12-2007,195.16,202.79,195.16,199.98,2720436.00,0.00,0.00
17-12-2007,206.13,206.13,193.18,194.60,3203328.00,0.00,0.00
18-12-2007,194.14,199.91,192.85,193.16,3845860.00,0.00,0.00
19-12-2007,194.52,197.75,193.76,196.93,2671020.00,0.00,0.00
20-12-2007,197.89,202.59,196.64,200.94,3036020.00,0.00,0.00
24-12-2007,207.60,215.28,201.83,213.30,4655664.00,0.00,0.00
26-12-2007,214.32,215.23,208.78,211.50,2905996.00,0.00,0.00
27-12-2007,212.42,215.28,208.85,213.51,4008568.00,0.00,0.00
28-12-2007,211.44,211.44,203.75,208.01,2196596.00,0.00,0.00
31-12-2007,208.17,210.68,202.21,207.10,2156168.00,0.00,0.00
01-01-2008,207.02,207.02,202.21,202.70,928388.00,0.00,0.00
02-01-2008,203.75,203.94,198.27,201.83,2864924.00,0.00,0.00
03-01-2008,198.00,200.87,193.25,194.34,5168280.00,0.00,0.00
04-01-2008,194.34,196.62,192.66,193.22,2318868.00,0.00,0.00
07-01-2008,192.22,193.91,186.93,187.53,3647344.00,0.00,0.00
08-01-2008,188.37,190.68,186.32,189.88,3207732.00,0.00,0.00
09-01-2008,191.22,193.37,190.28,191.51,2450128.00,0.00,0.00
10-01-2008,191.83,194.04,184.91,188.69,3342376.00,0.00,0.00
11-01-2008,175.95,192.99,175.95,190.25,2149188.00,0.00,0.00
14-01-2008,192.18,192.18,183.68,184.75,4158864.00,0.00,0.00
15-01-2008,185.49,186.07,179.53,180.68,2935588.00,0.00,0.00
16-01-2008,180.68,185.82,177.80,181.64,3131956.00,0.00,0.00
17-01-2008,185.64,185.68,176.65,177.36,6302096.00,0.00,0.00
18-01-2008,178.67,180.68,172.44,173.61,4333816.00,0.00,0.00
21-01-2008,173.77,173.90,154.78,159.74,4840032.00,0.00,0.00
22-01-2008,156.60,190.30,139.36,153.82,6376872.00,0.00,0.00
23-01-2008,165.74,171.72,155.32,168.24,5359120.00,0.75,0.00
24-01-2008,167.86,171.33,159.32,162.70,2013336.00,0.00,0.00
25-01-2008,164.58,173.20,164.02,170.68,2243116.00,0.00,0.00
28-01-2008,167.86,167.86,159.18,164.83,2485660.00,0.00,0.00
29-01-2008,165.16,170.68,164.96,167.42,3258712.00,0.00,0.00
30-01-2008,170.17,172.10,165.93,167.83,3032856.00,0.00,0.00
31-01-2008,167.86,171.72,161.17,168.58,5966956.00,0.00,0.00
01-02-2008,170.75,181.58,168.50,179.34,4169520.00,0.00,0.00
04-02-2008,182.33,190.82,181.17,188.24,3730520.00,0.00,0.00
05-02-2008,185.22,188.12,180.53,184.27,1722872.00,0.00,0.00
06-02-2008,179.44,179.44,172.59,174.82,4007952.00,0.00,0.00
07-02-2008,174.82,174.82,168.06,169.61,2574652.00,0.00,0.00
08-02-2008,170.56,178.47,169.79,173.34,2576820.00,0.00,0.00
11-02-2008,173.34,179.82,165.95,174.82,3200988.00,0.00,0.00
12-02-2008,174.61,178.47,165.93,166.83,5161328.00,0.00,0.00
13-02-2008,168.82,173.07,164.25,167.66,2185376.00,0.00,0.00
14-02-2008,170.75,173.65,166.12,168.59,2246480.00,0.00,0.00
15-02-2008,165.93,171.15,165.93,168.38,2213044.00,0.00,0.00
18-02-2008,168.38,168.82,164.00,164.62,1723160.00,0.00,0.00
19-02-2008,165.16,170.56,164.96,168.91,1947288.00,0.00,0.00
20-02-2008,169.77,172.62,168.49,170.97,3060624.00,0.00,0.00
21-02-2008,173.26,179.63,170.17,176.47,3562052.00,0.00,0.00
22-02-2008,177.51,177.68,170.75,173.75,2401516.00,0.00,0.00
25-02-2008,179.05,179.24,171.77,173.79,3255460.00,0.00,0.00
26-02-2008,178.28,178.28,172.68,173.34,4999584.00,0.00,0.00
27-02-2008,175.19,176.51,168.64,169.32,2364056.00,0.00,0.00
28-02-2008,170.75,171.72,168.24,169.96,5579004.00,0.00,0.00
29-02-2008,169.79,172.05,166.60,169.29,3416480.00,0.00,0.00
03-03-2008,167.09,167.61,162.07,163.73,3141328.00,0.00,0.00
04-03-2008,165.54,167.86,163.44,165.70,3010532.00,0.00,0.00
05-03-2008,163.04,170.33,163.04,168.88,2209348.00,0.00,0.00
07-03-2008,166.43,167.11,162.50,163.26,1996828.00,0.00,0.00
10-03-2008,163.26,164.77,160.14,160.85,2494168.00,0.00,0.00
11-03-2008,162.07,162.07,158.21,158.89,4043520.00,0.00,0.00
12-03-2008,161.88,164.00,156.33,158.90,1884412.00,0.00,0.00
13-03-2008,157.25,157.25,146.83,150.44,3408600.00,0.00,0.00
14-03-2008,150.49,156.84,144.71,155.10,2216056.00,0.00,0.00
17-03-2008,149.53,153.91,148.32,152.78,1958904.00,0.00,0.00
18-03-2008,152.42,159.91,148.56,157.77,3596080.00,0.00,0.00
19-03-2008,159.76,162.07,155.42,156.56,4361924.00,0.00,0.00
24-03-2008,156.56,161.59,156.56,158.93,3301984.00,0.00,0.00
25-03-2008,162.07,173.62,161.11,169.11,2928896.00,0.00,0.00
26-03-2008,181.36,181.36,164.30,169.47,2171768.00,0.00,0.00
27-03-2008,168.24,169.02,162.28,164.48,6151152.00,0.00,0.00
28-03-2008,164.58,168.77,164.39,168.06,3633696.00,0.00,0.00
31-03-2008,168.06,168.06,153.77,156.37,4051860.00,0.00,0.00
01-04-2008,158.21,164.56,156.28,160.59,2086728.00,0.00,0.00
02-04-2008,164.00,167.67,163.86,164.24,1428844.00,0.00,0.00
03-04-2008,164.00,172.10,164.00,170.83,3287172.00,0.00,0.00
04-04-2008,170.95,171.70,165.94,168.42,2020844.00,0.00,0.00
07-04-2008,172.68,177.53,169.44,174.44,3659528.00,0.00,0.00
08-04-2008,174.61,175.00,168.82,171.21,4055352.00,0.00,0.00
09-04-2008,169.79,172.10,167.67,169.06,1482600.00,0.00,0.00
10-04-2008,169.79,177.44,169.21,173.56,2925932.00,0.00,0.00
11-04-2008,174.24,178.47,172.34,175.19,2189264.00,0.00,0.00
15-04-2008,177.89,190.05,169.87,187.95,5703772.00,0.00,0.00
16-04-2008,190.05,193.33,185.61,187.52,6438768.00,0.00,0.00
17-04-2008,192.88,194.87,189.00,193.11,3999556.00,0.00,0.00
21-04-2008,194.68,199.69,190.36,191.67,3399296.00,0.00,0.00
22-04-2008,190.04,190.04,170.17,171.18,13785196.00,0.00,0.00
23-04-2008,171.14,174.75,169.80,171.55,6326156.00,0.00,0.00
24-04-2008,174.42,174.59,166.70,171.86,15290096.00,0.00,0.00
25-04-2008,175.96,175.96,170.75,171.58,6828568.00,0.00,0.00
28-04-2008,156.09,172.88,138.92,170.12,6598136.00,0.00,0.00
29-04-2008,170.18,179.44,167.89,175.68,16209848.00,0.00,0.00
30-04-2008,176.75,180.54,174.90,177.70,9487980.00,0.00,0.00
02-05-2008,178.47,185.61,178.28,182.09,5298780.00,0.00,0.00
05-05-2008,182.33,183.20,177.73,178.94,3613764.00,0.00,0.00
06-05-2008,175.58,183.29,168.36,180.80,3982796.00,0.00,0.00
07-05-2008,183.29,189.06,183.29,186.53,12585540.00,0.00,0.00
08-05-2008,186.17,186.19,177.12,182.72,10845832.00,0.00,0.00
09-05-2008,185.03,185.03,175.58,176.93,4492296.00,0.00,0.00
12-05-2008,176.93,180.37,175.63,178.84,3898508.00,0.00,0.00
13-05-2008,179.44,181.64,171.52,174.62,4462876.00,0.00,0.00
14-05-2008,174.61,188.88,171.94,187.37,9373188.00,0.00,0.00
15-05-2008,187.73,193.33,185.24,190.00,7177896.00,0.00,0.00
16-05-2008,191.78,191.78,186.86,189.29,3838648.00,0.00,0.00
20-05-2008,188.12,191.01,182.76,184.47,4946904.00,0.00,0.00
21-05-2008,179.05,186.77,176.54,186.21,3140184.00,0.00,0.00
22-05-2008,184.55,190.14,183.49,185.45,5445200.00,0.00,0.00
23-05-2008,188.10,189.02,178.68,179.90,5401384.00,0.00,0.00
26-05-2008,177.51,185.78,176.73,184.35,5457272.00,0.00,0.00
27-05-2008,189.08,191.78,182.52,186.94,5682072.00,0.00,0.00
28-05-2008,187.17,195.88,187.17,194.76,5469588.00,0.00,0.00
29-05-2008,194.68,198.41,189.85,191.91,8258940.00,0.00,0.00
30-05-2008,191.20,202.40,188.70,200.49,15485284.00,0.00,0.00
02-06-2008,195.84,204.02,186.19,189.83,7054764.00,0.00,0.00
03-06-2008,185.22,191.01,181.01,188.15,4900256.00,0.00,0.00
04-06-2008,190.97,190.97,182.59,184.60,3787856.00,0.00,0.00
05-06-2008,186.01,192.32,186.00,189.44,5905256.00,0.00,0.00
06-06-2008,191.01,192.68,184.80,186.42,4137784.00,0.00,0.00
09-06-2008,174.08,186.17,171.72,176.37,6140140.00,0.00,0.00
10-06-2008,175.58,177.31,167.28,169.60,6155372.00,0.00,0.00
11-06-2008,171.72,175.58,169.79,171.79,4113368.00,0.00,0.00
12-06-2008,172.49,174.11,165.35,171.38,2464004.00,0.00,0.00
13-06-2008,169.79,177.87,169.79,175.50,6732432.00,0.00,0.00
16-06-2008,177.31,179.05,174.27,175.73,6541784.00,0.00,0.00
17-06-2008,174.61,178.86,174.61,177.76,3504824.00,0.00,0.00
18-06-2008,178.63,178.67,172.85,174.77,6431336.00,1.25,0.00
19-06-2008,170.76,174.21,170.71,172.27,3289068.00,0.00,0.00
20-06-2008,174.58,174.58,163.26,167.58,8157760.00,0.00,0.00
23-06-2008,167.58,170.61,163.54,166.53,3572312.00,0.00,0.00
24-06-2008,164.90,168.33,159.73,163.81,9287176.00,0.00,0.00
25-06-2008,162.96,171.68,161.27,170.09,5914196.00,0.00,0.00
26-06-2008,171.49,174.21,166.91,170.98,7028316.00,0.00,0.00
27-06-2008,170.98,170.98,165.12,167.90,6260948.00,0.00,0.00
30-06-2008,168.97,170.33,164.90,166.49,3258044.00,0.00,0.00
01-07-2008,167.80,169.16,161.99,164.45,5059616.00,0.00,0.00
02-07-2008,164.90,172.27,162.96,170.04,8141112.00,0.00,0.00
03-07-2008,170.91,170.91,159.18,166.19,4172528.00,0.00,0.00
04-07-2008,168.76,168.78,162.08,163.83,3939584.00,0.00,0.00
07-07-2008,163.93,167.61,161.40,165.33,1794132.00,0.00,0.00
08-07-2008,161.04,163.93,158.69,161.05,3947624.00,0.00,0.00
09-07-2008,164.90,172.65,164.90,170.08,3578548.00,0.00,0.00
10-07-2008,168.77,172.46,165.35,168.46,3504368.00,0.00,0.00
11-07-2008,177.89,182.94,152.36,154.92,5523784.00,0.00,0.00
14-07-2008,155.20,155.20,147.63,148.96,4559896.00,0.00,0.00
15-07-2008,148.96,152.57,143.00,145.62,4509844.00,0.00,0.00
16-07-2008,146.40,150.08,138.88,141.25,5739900.00,0.00,0.00
17-07-2008,142.59,152.65,141.63,151.95,10350716.00,0.00,0.00
